node,degree,n_lines,betweenness,closeness,pagerank,eigenvector,x,y,lines,modes,mode_score,hub_score
500209,2,2,3.5e-05,0.051308,0.000667,0.0,160436.8564,617513.42,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.204071
36374,3,1,0.000672,0.044557,0.000722,0.0,197927.2417,739717.7767,m0620a,BRT,4,0.203551
15548,3,1,0.000262,0.052988,0.000625,9e-06,196286.6233,746521.9102,m0610a,BRT,4,0.203376
35023,4,2,0.01156,0.032198,0.000461,1e-06,228487.9591,733335.4969,"brt032, brt042",BRT,4,0.20297
36955,3,2,0.001338,0.028206,0.000771,0.0,228839.8066,758626.2519,"brt021, brt022",BRT,4,0.202312
525486,2,1,0.002512,0.07444,0.000468,0.0,174602.8774,636448.4589,RH-GY2,BRT,4,0.202236
15541,3,1,0.000177,0.053814,0.000603,1.5e-05,196441.631,745715.1641,m0610a,BRT,4,0.202006
36892,2,2,0.011829,0.039882,0.000631,0.0,225560.4403,751386.0729,"brt011, brt012",BRT,4,0.201813
467818,2,2,5.4e-05,0.01462,0.000736,0.0,184140.2546,570407.378,"4.2_LRT_BRS-Shoket, 4.2_LRT_Shoket-BRS",LRT,5,0.20166
15139,3,1,0.001095,0.060543,0.000506,2.9e-05,198068.0195,748462.4126,m0610a,BRT,4,0.201449
31502,5,2,0.000117,0.064184,0.00076,0.000292,200132.355,746754.533,"s0110a, s0120a",Funicular,2,0.201205
500073,2,2,0.001891,0.051965,0.000601,0.0,162824.194,619312.4684,"BRT_Pink_E, BRT_Pink_W",BRT,4,0.200487
50115,1,2,0.0,0.052156,0.000414,0.0,222200.434,627700.4723,"LRT31, LRT32",LRT,5,0.200345
